Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
36,"$66,683.00",575,Employed,Bachelor,15,9830,48,Married,4,Other,492,0.4122266761885848,5,0,0.4391871436365532,No,Auto,0,20,9,1757.0,264,133483,93434,5556.916666666667,0.6648079292737622,7,40049,0.21733,0.2487283105688354,325.2377408725879,0.1470667620003757,0,58.0
58,"$63,383.00",569,Employed,Bachelor,33,29902,24,Married,5,Mortgage,129,0.2048267935933191,3,1,0.4805760724033102,No,Home,0,19,5,1841.0,2377,14756,58363,5281.916666666667,0.8521151790991869,6,6508,0.220402,0.2183107954817143,1548.7673512830172,0.3176436617925343,0,58.0
53,"$98,861.00",514,Employed,Master,29,21833,48,Married,0,Other,214,0.5034502957487783,2,0,0.2480900158668854,No,Home,0,32,14,7221.0,4526,445688,41338,8238.416666666666,0.7763855261905921,4,404350,0.259833,0.261030812980952,737.4167117080136,0.1154853839279004,1,36.8
26,"$108,068.00",566,Employed,Master,2,19122,48,Married,4,Own,350,0.1976374662195213,1,0,0.3721679700626514,Yes,Auto,0,27,20,20545.0,932,50230,51755,9005.666666666666,0.6528658383848884,8,3556,0.231122,0.2216309847671661,604.1536582650604,0.1059503636523367,1,51.2
25,"$132,900.00",583,Employed,Associate,5,82484,48,Single,1,Rent,239,0.4898058423442599,3,0,0.1685285996107893,No,Home,0,25,12,6219.0,440,26864,14335,11075.0,0.9302244895367768,3,12529,0.285984,0.3415328603385882,3172.43382920306,0.3080301425916984,0,49.0
55,"$90,788.00",576,Employed,Master,30,64749,36,Married,0,Mortgage,809,0.1752798892353781,4,0,0.1202361460327864,No,Debt Consolidation,0,28,28,1279.0,2829,108768,1352,7565.666666666667,0.6915656582087295,0,107416,0.261749,0.2197897341110319,2472.089388649415,0.4336814630104527,0,44.0
26,"$38,005.00",527,Employed,Bachelor,4,11132,48,Married,3,Other,742,0.4858505927171219,4,1,0.4166784906392809,No,Auto,0,21,4,495.0,761,35793,43967,3167.0833333333335,0.9436267551200384,5,9558,0.242632,0.2238553570538562,353.0597874302428,0.3457628588123382,0,61.0
46,"$39,663.00",649,Self-Employed,Bachelor,25,32637,12,Married,2,Mortgage,1226,0.5179242054983495,5,1,0.1265000636082183,No,Debt Consolidation,0,30,22,2105.0,1089,77247,25516,3305.25,0.8965842611084427,5,51731,0.173137,0.1967624265096245,3018.257569633218,1.2840957778180826,0,50.0
32,"$95,394.00",469,Employed,Doctorate,8,49349,12,Married,1,Mortgage,747,0.1750610168862367,5,1,0.1262901737202641,No,Debt Consolidation,0,23,29,6593.0,2083,76512,31686,7949.5,0.7993059971658266,3,44826,0.279849,0.2835060512085556,4770.9430257675995,0.6941245393757595,0,48.0
59,"$29,835.00",565,Unemployed,Master,35,21805,36,Single,0,Rent,332,0.3430455157670257,3,2,0.7067806701513145,No,Debt Consolidation,0,25,20,1688.0,516,51168,25251,2486.25,0.7918248279654141,6,25917,0.2243049999999999,0.2357220553067603,850.5822736449525,0.4756489788416098,0,63.0
30,"$51,813.00",628,Self-Employed,Master,9,14249,72,Married,3,Own,399,0.2560267749325828,2,0,0.3908363092497044,No,Home,1,33,13,11256.0,1273,12529,7951,4317.75,0.5714625736404074,6,4578,0.215249,0.2276041318375755,364.4817576916065,0.176823984179632,0,60.0
53,"$30,498.00",582,Employed,High School,26,21139,48,Single,0,Mortgage,530,0.3490848287969778,1,0,0.0870593305623156,No,Debt Consolidation,0,29,15,5600.0,1132,41613,12774,2541.5,0.7895143347740506,7,28839,0.225139,0.240884903568252,690.2047419916223,0.4801120369827355,0,51.0
42,"$21,791.00",585,Employed,High School,16,29821,36,Married,4,Mortgage,400,0.146565091259163,2,2,0.3846986279720574,No,Debt Consolidation,0,23,23,896.0,1060,32984,12420,1815.9166666666667,0.8377238323857743,5,20564,0.222321,0.210497205770092,1124.2696103933224,0.8393940307796737,0,55.0
43,"$57,647.00",512,Employed,Master,19,10168,72,,5,Own,266,0.5017944991015331,2,0,0.0478722899232945,No,Debt Consolidation,0,22,2,1898.0,328,128662,29683,4803.916666666667,0.6259635664702067,2,98979,0.269168,0.2786701179058428,292.05263547534537,0.1161661773501508,0,53.0
18,"$69,032.00",551,Unemployed,Associate,0,60433,96,Married,2,Own,371,0.3195227477287461,7,2,0.3088789884522315,No,Home,0,18,10,4412.0,1629,39292,57740,5752.666666666667,0.7273802899261737,5,8009,0.319933,0.3551514680632766,1904.3802911808011,0.3955348750459151,0,57.0
18,"$68,277.00",430,Employed,Bachelor,0,30105,36,Single,1,Rent,428,0.1450491449838527,1,1,0.0552310703516053,No,Auto,0,27,17,8796.0,498,141024,2168,5689.75,0.8363555880898464,3,138856,0.3001049999999999,0.268922798735359,1227.3039786147067,0.2909273656337636,0,45.0
37,"$56,162.00",574,Employed,Bachelor,18,10574,60,Married,1,Rent,232,0.2046596472416793,2,0,0.2171794932058167,No,Home,0,30,12,968.0,528,12390,57917,4680.166666666667,0.8599334153795828,12,3667,0.228574,0.2016573596550274,281.1223316728331,0.1096376193880915,1,41.6
42,"$46,596.00",647,Employed,Bachelor,19,35432,120,Married,4,Other,191,0.4595517198947255,3,2,0.368426568861015,No,Auto,0,23,18,3500.0,2823,73910,6425,3883.0,0.4843660724313953,5,67485,0.266932,0.2704433836110896,857.6629176230812,0.270065134592604,0,51.0
26,"$28,426.00",587,Self-Employed,High School,3,21052,12,Married,3,Rent,447,0.0137407088177493,3,1,0.0595063434102923,No,Home,0,21,5,,335,65165,24594,2368.8333333333335,0.9462012143731672,1,40571,0.192552,0.2184173604519504,1968.7457363161393,1.0198040116721898,0,56.0
26,"$79,348.00",533,Employed,Associate,5,36795,24,Single,0,Rent,224,0.5342265096033201,2,1,0.6112682038353403,No,Home,1,24,14,6804.0,1714,24164,14289,6612.333333333333,0.84605752576031,3,9875,0.2452949999999999,0.2304384581365425,1927.8768513521036,0.3254338132810561,0,65.0
46,"$43,582.00",584,Employed,Master,24,22735,72,Married,4,Mortgage,352,0.0466886123318943,3,0,0.1433947702344195,No,Home,0,27,11,3632.0,3988,13890,18756,3631.8333333333335,0.9678895803999016,8,3163,0.245735,0.263261553373453,631.046557065681,0.2706750191544255,0,50.0
46,"$41,084.00",618,Employed,Associate,28,55873,24,Married,4,Mortgage,207,0.062075869253529,2,1,0.2267000198602773,No,Education,0,36,11,1012.0,982,136994,77334,3423.6666666666665,0.9598746274323882,5,59660,0.221873,0.2050511447127635,2857.507238174567,0.895095094394285,0,47.0
38,"$67,548.00",609,Employed,Bachelor,18,20229,60,Single,3,Own,241,0.2123904843649996,6,0,0.2123105372374147,No,Auto,0,25,3,2367.0,1074,131536,35596,5629.0,0.8175846127939643,8,95940,0.220729,0.2365334765626601,577.8840330879892,0.1454759341069442,0,50.0
49,"$36,458.00",629,Employed,Bachelor,25,51198,36,Married,2,Mortgage,622,0.1502305890399398,3,0,0.2380123758269174,Yes,Debt Consolidation,0,24,28,13238.0,519,170770,74068,3038.1666666666665,0.8199598105706447,7,96702,0.221698,0.1773584,1844.152881411593,0.8117240270157199,0,59.0
25,"$36,936.00",544,Employed,High School,0,18175,48,Single,1,Mortgage,303,0.1950721584235594,6,0,0.0332773799547101,No,Debt Consolidation,0,21,12,608.0,336,69947,92000,3078.0,0.6984055750694166,7,2871,0.241175,0.2087866476215573,561.616047159328,0.2809018996618999,0,50.0
35,"$29,856.00",608,Employed,High School,14,21787,60,Single,2,Mortgage,337,0.5842185775456427,4,1,0.5452561603907256,No,Auto,0,27,29,1016.0,2293,179893,8765,2488.0,0.8783223296370106,4,171128,0.222787,0.2272000384384867,610.6860227154842,0.3809027422489888,0,54.0
59,"$36,987.00",644,Employed,Bachelor,36,23653,60,Single,4,Own,237,0.1785409335906514,5,1,0.03430046116961,No,Education,0,28,10,257.0,8692,24577,8808,3082.25,0.8939747827656508,4,15769,0.206653,0.1712131976078443,589.3820337886402,0.2681099955515095,0,47.0
40,"$34,553.00",494,Employed,High School,15,10717,36,Widowed,3,Own,154,0.1807420789271458,8,0,0.2756066708842492,No,Home,0,31,15,2152.0,3285,332884,64454,2879.4166666666665,0.7418861769304615,5,268430,0.248717,0.2719979901398352,438.67338936573634,0.2058310616267425,1,36.8
41,"$71,475.00",552,Employed,Associate,20,11194,60,Married,4,Rent,433,0.3531564951464499,4,0,0.0112905737690724,No,Debt Consolidation,0,21,7,9656.0,405,35913,16109,5956.25,0.7716326847203981,6,19804,0.240194,0.2556487816267965,332.2761195121636,0.1284828742098071,0,51.0
67,"$90,522.00",707,Employed,Master,43,13555,24,Single,1,Rent,278,0.5179640083483781,1,1,0.1618501551609232,No,Home,0,14,12,5302.0,1577,28671,42101,7543.5,0.7547763651336779,9,5618,0.1350549999999999,0.1556020713273747,660.8500843976062,0.1244581539600458,1,32.800000000000004
23,"$63,457.00",489,Self-Employed,Bachelor,1,7553,36,Married,1,Mortgage,463,0.3188296730078439,4,1,0.4867218498847602,No,Home,0,26,10,2937.0,2271,6991,24655,5288.083333333333,0.900974557801318,5,4266,0.248053,0.2775853139745196,311.43468288653867,0.1464490315432255,0,59.0
49,"$91,209.00",532,Employed,Master,24,14168,36,Married,0,Rent,306,0.1881851627434838,6,0,0.1481771400204284,No,Auto,1,20,6,2877.0,2242,76010,123065,7600.75,0.8485268269088793,6,6322,0.233168,0.2759487536970824,582.942726423851,0.1169546066406408,0,56.0
59,"$92,211.00",584,Employed,Associate,39,13321,72,Married,2,Rent,485,0.5467382711292362,4,1,0.0837362749353137,No,Education,0,29,10,2246.0,1250,18740,70792,7684.25,0.9295740946233562,7,8129,0.236321,0.2409206234113132,351.44455273080285,0.1088518141303058,0,50.0
36,"$44,683.00",563,Employed,Bachelor,16,23202,48,Married,1,Rent,95,0.2408184135572441,3,1,0.5159270800134661,No,Home,0,23,25,11406.0,1116,12522,15948,3723.5833333333335,0.8029638869123087,4,5848,0.236702,0.222104307221732,733.6572283632903,0.2225429523612891,0,59.0
50,"$67,195.00",469,Employed,High School,27,23128,24,Divorced,1,Rent,319,0.1781247496820847,5,0,0.0831317696984193,No,Debt Consolidation,0,25,7,6941.0,434,45430,48882,5599.583333333333,0.9789342710694172,9,3531,0.263628,0.2636954214378246,1250.325725792948,0.2802575892479407,0,50.0
28,"$39,759.00",593,Employed,High School,5,39338,24,,3,Mortgage,428,0.2222315095274772,0,0,0.3636856534510098,No,Other,0,29,22,3705.0,5259,285120,12479,3313.25,0.7775945239466653,2,272641,0.217838,0.2217747338755928,2044.2321278859667,0.7461652842031138,0,49.0
31,"$70,406.00",591,Employed,Doctorate,9,37594,36,Single,1,Rent,1031,0.1613627367704133,6,2,0.2694314530993991,No,Home,0,35,19,2912.0,1388,128720,22880,5867.166666666667,0.9177477442197188,8,105840,0.227094,0.2481950689705657,1491.1444920003148,0.4298743559356273,0,47.0
44,"$73,272.00",483,Employed,High School,20,31573,48,Widowed,0,Own,442,0.5139465021318005,4,1,0.206625773921825,No,Home,0,21,25,5212.0,1619,75175,55131,6106.0,0.8008300974084427,1,20044,0.2850729999999999,0.3420875999999999,1215.3876006337234,0.2714358992194109,0,53.0
49,"$66,523.00",577,Employed,High School,28,38328,48,Divorced,0,Mortgage,650,0.4227482267250078,3,0,0.220334908380966,Yes,Home,0,13,28,10037.0,78,836578,38702,5543.583333333333,0.7221471708099843,7,797876,0.244828,0.2620398672074623,1296.7194868228728,0.3511662709419971,0,57.0
53,"$27,323.00",623,Employed,Master,33,31720,96,Married,1,Rent,248,0.3021697127060387,1,1,0.3957249910083829,No,Debt Consolidation,0,26,9,3963.0,1487,55415,23077,2276.9166666666665,0.9415755246799778,6,32338,0.25522,0.273219138049627,816.2235356667217,0.4673967876148541,0,54.0
58,"$48,180.00",543,Employed,Master,37,39258,24,Divorced,0,Rent,776,0.1948116284553674,2,1,0.5660011925681634,Yes,Debt Consolidation,0,30,17,4934.0,462,33176,33512,4015.0,0.8499408778465963,9,9980,0.242758,0.2439065972058937,2083.2760038291876,0.7121484442912049,0,70.0
39,"$90,609.00",635,Unemployed,Doctorate,17,24718,60,Married,0,Rent,497,0.1115806465690954,4,2,0.0925906536605771,No,Home,0,28,19,734.0,468,70035,3119,7550.75,0.792271762667581,4,66916,0.212218,0.2116296160201339,670.9728414503347,0.1546830237327861,1,36.8
54,"$15,000.00",640,Employed,High School,32,11444,36,Divorced,0,Mortgage,608,0.277335703302282,5,1,0.2751295876165902,No,Home,0,20,11,7371.0,647,116931,4316,1250.0,0.944207483244148,6,112615,0.176444,0.1494126865470155,396.38095772610336,0.8035047661808827,0,47.0
35,"$51,869.00",597,Employed,High School,10,22716,96,Married,5,Rent,186,0.3560388193922645,5,0,0.0608173863003573,No,Debt Consolidation,0,23,25,1405.0,8775,180913,51927,4322.416666666667,0.8347538146967745,6,128986,0.259216,0.3110592,644.0364232013417,0.1920306363804218,0,46.0
50,"$60,907.00",544,Employed,Associate,26,28707,36,Single,0,Mortgage,452,0.4273883807244133,2,0,0.3002841627841153,No,Home,0,20,5,782.0,842,140863,36642,5075.583333333333,0.8460024271931155,5,104221,0.241707,0.2164678750281487,1091.094736255679,0.3040231309220311,0,53.0
42,"$286,856.00",578,Employed,Bachelor,18,7735,48,Married,1,Mortgage,165,0.1951014732703203,3,1,0.4082087551326411,No,Other,0,21,13,1340.0,367,99360,31760,23904.666666666668,0.7840926568147737,7,67600,0.213735,0.1869041186623364,230.01568152125293,0.0165246262175273,1,40.8
45,"$66,395.00",480,Employed,High School,22,42149,60,Single,0,Rent,441,0.3865496009832014,3,0,0.1751874889824548,No,Debt Consolidation,0,17,11,3897.0,2468,38889,4831,5532.916666666667,0.8960316452252847,1,34058,0.307149,0.3168904124268069,1407.7133039191665,0.33412997435093,0,50.0
45,"$45,423.00",550,Employed,High School,23,41428,36,Single,0,Rent,298,0.1739774863208231,2,0,0.0192045296093478,No,Auto,1,28,23,2669.0,2457,63052,3462,3785.25,0.6157811506216047,8,59590,0.251428,0.2458237184260899,1638.0333371696047,0.5114677596379644,0,54.0
20,"$96,863.00",570,Employed,Bachelor,0,28331,72,Divorced,2,Rent,335,0.1299672154928285,2,2,0.500329076015396,No,Auto,0,21,9,2701.0,576,86478,36222,8071.916666666667,0.8667727741201869,4,50256,0.258331,0.3012600685475984,854.6172272857873,0.1473772929542699,0,55.0
26,"$34,230.00",604,Employed,Bachelor,6,14567,60,Married,0,Mortgage,125,0.2126492170703228,1,1,0.1484832126416674,No,Auto,0,22,11,18323.0,1387,24927,23202,2852.5,0.868079738479701,9,1725,0.217567,0.2136408561375647,397.0755811534886,0.1830238671879013,0,48.0
41,"$45,718.00",595,Employed,High School,20,21715,96,Married,0,Mortgage,229,0.2619134656471733,2,1,0.4136026741033795,No,Debt Consolidation,0,24,28,1118.0,449,88838,2836,3809.8333333333335,0.6402745792425758,9,86002,0.259215,0.2742018388724524,560.2248304772686,0.20715468668199,0,55.0
19,"$51,890.00",613,Employed,Master,0,26402,108,Married,2,Rent,110,0.4586917581516946,0,2,0.2532663772638632,No,Education,0,18,23,982.0,321,194898,4517,4324.166666666667,0.5454437779321099,1,190381,0.2649019999999999,0.26236539914371,639.0633544532477,0.1732272162929075,0,46.0
49,"$82,796.00",602,Employed,High School,29,34895,60,,3,Mortgage,713,0.4734472674476398,4,0,0.145565582926236,No,Home,0,21,29,1410.0,2902,266194,40862,6899.666666666667,0.9090243439014084,6,225332,0.238895,0.2716212555598521,1068.9141817362413,0.2582609085080788,0,43.0
50,"$26,907.00",611,Employed,Master,27,48091,72,Married,2,Own,291,0.1229239661164538,3,1,0.3821334734707836,No,Debt Consolidation,0,25,20,1016.0,1596,24246,103221,2242.25,0.8727726768794833,3,4557,0.257591,0.2952462929896094,1432.071910045012,0.7684566440160606,0,52.0
43,"$102,590.00",644,Employed,Master,21,32402,36,Married,1,Mortgage,647,0.2784252099179698,2,2,0.2038751220357687,No,Other,0,14,16,2316.0,307,85356,7057,8549.166666666666,0.9353335223963024,3,78299,0.195402,0.1961313243792994,1197.79687872851,0.2157867486571997,1,36.8
26,"$31,988.00",536,Employed,Associate,4,27663,48,Single,1,Rent,215,0.4793446586250741,2,0,0.1317129720093574,No,Debt Consolidation,0,33,23,4677.0,645,45648,42942,2665.6666666666665,0.7732380865525452,2,2706,0.254663,0.2868500973937663,974.988609652603,0.4464131335448054,0,52.0
56,"$193,381.00",615,Employed,Associate,31,11764,60,Married,0,Rent,267,0.387936333433752,2,2,0.1534845455274413,No,Auto,0,26,27,776.0,119,18871,6617,16115.083333333334,0.9500501822254798,6,12254,0.209264,0.206960103067724,316.2473641249025,0.0361926371747939,1,36.0
64,"$18,482.00",567,Employed,High School,46,38040,96,Single,0,Own,459,0.0640012249132025,5,1,0.4912974315269248,No,Education,0,26,20,2058.0,1660,49650,8365,1540.1666666666667,0.9135690823185652,11,41285,0.2895399999999999,0.3474479999999999,1177.429252400338,1.062501408332651,0,57.0
41,"$36,381.00",605,Employed,Master,19,43577,36,Single,3,Mortgage,364,0.1666871619565149,3,1,0.3962020990273739,No,Home,0,19,4,1474.0,5254,139427,16924,3031.75,0.8827006531033826,4,122503,0.226077,0.2069976632981242,1635.0566208964242,0.6593738338901375,0,50.0
46,"$16,341.00",607,Employed,High School,28,43939,72,Divorced,0,Other,303,0.2241955757488188,5,2,0.2755002027637264,No,Home,0,21,9,,4419,121501,2330,1361.75,0.7563796665582485,5,119171,0.2554389999999999,0.3065267999999999,1340.411131941603,1.2068376221344612,0,48.0
42,"$271,909.00",613,Employed,Bachelor,19,26060,48,Single,1,Own,267,0.2159804213151335,4,0,0.3603820842112075,No,Education,0,14,14,2046.0,957,132010,12036,22659.083333333332,0.9309617117783392,5,119974,0.21456,0.2086518054704986,805.0774778900244,0.0473133648929616,1,36.0
46,"$27,296.00",621,Employed,Bachelor,22,15290,36,Married,2,Mortgage,552,0.304767316967076,8,0,0.0673802124883306,No,Home,0,27,15,2684.0,7499,75989,20146,2274.6666666666665,0.845115082911176,8,55843,0.18979,0.193887826572573,563.480609192601,0.4903929993519642,0,47.0
38,"$63,680.00",565,Employed,High School,18,11954,60,Single,5,Mortgage,209,0.3439204569804135,3,2,0.1579012612987548,No,Home,0,26,16,15992.0,1802,43217,58897,5306.666666666667,0.9207115851619232,3,7059,0.234454,0.2234071441306512,332.47635486561063,0.1020370015450271,1,40.0
39,"$109,319.00",672,Employed,Doctorate,19,18019,60,Single,0,Own,574,0.526154526301621,3,1,0.3024321284319584,No,Auto,0,26,7,,2203,16852,30098,9109.916666666666,0.8762076839215323,4,9010,0.187019,0.1936997032870674,471.0986030190217,0.1147209838749738,1,39.2
50,"$66,807.00",622,Employed,Master,31,35670,96,Single,0,Mortgage,356,0.2339134180918292,2,4,0.3780790803405636,No,Debt Consolidation,0,25,25,1531.0,2341,267370,74527,3244.4166666666665,0.5021076158259081,6,192843,0.25967,0.2570694523334498,879.0296959232879,0.3806630968864319,0,47.0
68,"$87,724.00",643,Employed,High School,45,23274,36,Single,2,Rent,506,0.1871302359841193,5,0,0.3030017802840202,Yes,Education,0,32,1,2225.0,1802,56092,8912,7310.333333333333,0.8627694575715639,9,47180,0.186774,0.170542024002594,830.4095480298637,0.1828110274994114,0,65.0
23,"$19,669.00",502,Employed,Associate,1,29992,36,Divorced,3,Mortgage,426,0.3726807309339481,2,2,0.1298536082578024,No,Education,0,23,28,1292.0,883,103125,2936,1639.0833333333333,0.7216271029411891,3,100189,0.263992,0.2811162200323728,1242.38606799319,1.017877513646768,0,48.0
38,"$28,031.00",555,Employed,Associate,16,13221,48,Single,2,Mortgage,559,0.2782334087861544,4,1,0.2664908030756402,No,Auto,0,33,21,6272.0,667,24429,21182,2335.9166666666665,0.9037750751729522,2,3247,0.230721,0.213381194880251,411.8056690387105,0.4155994444887633,0,54.0
25,"$18,363.00",607,Employed,Master,3,55013,96,Widowed,0,Rent,487,0.2021922800189137,1,2,0.3675338178079933,No,Debt Consolidation,0,27,19,608.0,2513,8924,31595,1530.25,0.7459022508117134,4,6035,0.286513,0.2567619291580558,1354.576132530137,1.2034478892534797,0,53.0
59,"$68,352.00",544,Unemployed,,38,27464,60,Single,3,Other,736,0.4390389796210673,6,1,0.5139390437715511,No,Education,0,24,20,,900,344739,35964,5696.0,0.9414821959871412,7,308775,0.260464,0.2805558444214372,856.0353708150484,0.2795005917863498,0,56.0
32,"$16,542.00",589,Self-Employed,Doctorate,7,12725,48,Married,2,Mortgage,306,0.1315373529179959,3,1,0.1218889008147675,No,Debt Consolidation,0,24,18,6027.0,374,265921,9692,1378.5,0.7148571263768084,7,256229,0.213225,0.2082043334494993,392.8104929656147,0.5069354319663508,0,48.0
22,"$37,026.00",533,Employed,High School,0,28415,120,Married,1,Mortgage,299,0.2723677438861682,1,3,0.1632872729316866,No,Home,0,17,16,5051.0,1093,50791,29504,3085.5,0.8592569537675627,8,21287,0.316915,0.3380766512688222,830.1311240553779,0.3659475365598372,0,51.0
47,"$45,930.00",634,Employed,High School,27,11095,60,Married,1,Mortgage,305,0.133315457047488,2,2,0.7295543153945359,No,Other,1,21,19,1787.0,1620,63365,11050,3827.5,0.932951183467843,5,52315,0.199095,0.1971497954655252,292.19285789214854,0.1560268733878899,0,59.0
60,"$165,235.00",567,Self-Employed,Bachelor,39,32476,84,Married,1,Mortgage,210,0.1069392781964136,3,2,0.2542153666696639,No,Other,0,23,5,456.0,530,359493,12251,13769.583333333334,0.9577596981537708,9,347242,0.273976,0.2676318141977738,858.9821816493317,0.0776335896135321,1,38.400000000000006
47,"$43,375.00",563,Employed,High School,26,17155,48,Married,3,Mortgage,1040,0.5032189046537398,4,2,0.4645979525397227,No,Debt Consolidation,0,22,18,22577.0,947,88442,66077,3614.5833333333335,0.8865327725549854,6,22365,0.230655,0.2472686528186699,566.2002891828262,0.4443666506096579,0,58.0
42,"$132,647.00",559,Employed,Master,17,22303,60,Divorced,4,Own,323,0.0902493962410428,7,1,0.4228512273473881,No,Debt Consolidation,0,31,17,6350.0,7641,34678,55991,6558.0,0.6183957818128134,6,10533,0.247803,0.2385531813350822,639.7403295075101,0.1468039538742772,1,42.400000000000006
44,"$61,707.00",545,Employed,,20,34227,36,Single,4,Own,725,0.3036284248854808,2,0,0.3994846766360901,No,Home,0,20,1,1381.0,472,16173,9517,5142.25,0.6581597402167039,5,6656,0.246727,0.2489642305776539,1358.9852889516835,0.4052672057857325,0,58.0
56,"$76,393.00",677,Employed,Doctorate,34,37023,108,Single,1,Mortgage,599,0.146952476540397,3,2,0.1203579103998546,No,Debt Consolidation,0,26,27,1811.0,665,15327,54729,6366.083333333333,0.9083221104898318,9,10874,0.243523,0.1948184,729.132667722553,0.2086263402755571,1,34.4
29,"$92,068.00",588,Employed,Master,3,20512,84,Married,2,Rent,525,0.5043488059711372,2,0,0.0748244090012711,No,Debt Consolidation,0,34,15,798.0,330,31330,8620,7672.333333333333,0.8656635845911216,4,22710,0.251512,0.2512455503891131,520.8269075841347,0.1363114533932486,0,50.0
38,"$76,217.00",617,Employed,Master,13,14530,72,Married,2,Rent,243,0.5799190612143843,3,0,0.4091824201471993,No,Education,0,33,27,9530.0,1264,119387,39122,6351.416666666667,0.9382068288194918,5,80265,0.22103,0.2036672132633073,351.13012043827575,0.093542929336753,1,41.6
34,"$81,162.00",551,Employed,Associate,12,18724,48,Married,0,Own,299,0.3588425049041954,7,0,0.1460968156395148,No,Debt Consolidation,0,26,1,1777.0,1183,16019,5658,6763.5,0.6495672050612498,7,10361,0.238224,0.2171235574632053,586.9997345252823,0.130997225478714,1,42.400000000000006
25,"$25,317.00",562,Employed,Bachelor,3,44611,48,Married,4,Mortgage,624,0.1269726144876684,2,2,0.0892556833079436,No,Home,0,33,27,598.0,1789,30663,22555,2109.75,0.8730706423823744,5,8108,0.258611,0.275818371175319,1544.1334249079969,1.0276731484336992,0,51.0
36,"$74,697.00",444,Employed,Associate,14,38838,48,Married,2,Rent,199,0.3217513620707523,3,2,0.2235084526833,No,Home,0,24,22,4433.0,2276,41838,23966,6224.75,0.8298307040017243,6,17872,0.311838,0.3690407030306511,1558.5627143112354,0.2823507312440235,0,52.0
53,"$89,827.00",532,Employed,Doctorate,32,30694,12,Married,1,Rent,617,0.2566293375340475,2,1,0.1450289941323519,No,Debt Consolidation,0,19,14,2318.0,5454,52506,14569,7485.583333333333,0.8490372020298651,3,37937,0.229694,0.2364475064425873,2897.137930017057,0.4694541191424036,0,49.0
46,"$23,000.00",598,Employed,High School,20,8632,48,Married,2,Mortgage,408,0.2261072546459812,4,1,0.2416759806484103,No,Auto,0,28,16,623.0,511,28988,14536,1916.6666666666667,0.6893038126731865,6,14452,0.204632,0.2040077574440895,264.5216129556508,0.3508808415420787,0,54.0
47,"$46,819.00",636,Employed,Associate,27,8808,36,Single,2,Other,633,0.3114507727909922,2,1,0.3616610403466977,No,Debt Consolidation,0,23,15,3713.0,690,6641,63206,3901.5833333333335,0.682235146917166,10,5902,0.175808,0.1421081843258636,301.93922341405727,0.2396307200275249,1,41.6
41,"$21,629.00",574,Employed,Doctorate,17,33333,48,Divorced,2,Rent,713,0.2883917580811611,1,0,0.117870068689727,No,Auto,0,17,4,5498.0,553,45047,26168,1802.4166666666667,0.6772535480831756,6,18879,0.241333,0.241760596559669,1089.9638969532457,1.000303609202411,0,55.0
46,"$16,632.00",583,Employed,Associate,22,39163,36,Married,5,Mortgage,326,0.2273330001674828,2,1,0.2864981059472943,No,Debt Consolidation,0,27,16,4257.0,163,68155,50653,1386.0,0.8725448628850142,4,17502,0.232663,0.2290048165689984,1513.9582184859926,1.3275311821688258,0,54.0
30,"$44,971.00",588,Employed,Associate,8,30750,60,,0,Own,396,0.0856628884958901,7,2,0.3115429102898637,No,Home,0,19,6,,2724,364822,21043,3747.5833333333335,0.8277249569367567,6,343779,0.24175,0.2348977739695918,875.5317670576867,0.3392937938825519,0,50.0
36,"$118,203.00",500,Unemployed,Bachelor,10,25449,36,Married,2,Own,664,0.1248195312584963,5,1,0.4701722954749274,No,Other,1,23,1,12621.0,1520,17593,190098,9850.25,0.8991077506621212,3,6466,0.260449,0.2602699636407987,1025.722017429037,0.1715410286468908,0,67.0
42,"$190,673.00",580,Employed,Master,23,15590,36,,0,Mortgage,377,0.2288339671516291,4,2,0.3190300369497085,No,Home,0,21,17,643.0,1145,24304,34043,15889.416666666666,0.7255148025851968,2,8505,0.21059,0.2020387446938717,581.0010157671658,0.0602917675245367,1,41.6
43,"$34,752.00",605,Employed,High School,21,24155,24,,1,Other,235,0.0601135815598048,4,0,0.3535090053430113,No,Home,0,23,25,6494.0,401,36024,35535,2896.0,0.7860089315217602,2,10601,0.196655,0.1857626388220804,1212.6530826566643,0.4998802080996769,0,51.0
43,"$33,767.00",626,Employed,Master,21,36389,48,Married,2,Rent,387,0.064082557562532,1,1,0.2043419988593553,No,Debt Consolidation,0,23,5,2850.0,750,36130,40338,2813.9166666666665,0.9863527352286652,4,2851,0.218389,0.2350262993886375,1176.3647527175342,0.5555831738860547,0,51.0
38,"$67,113.00",602,Employed,High School,14,9622,60,Married,2,Own,403,0.1263640931456604,4,1,0.0831560304142825,No,Home,0,17,9,,4551,22185,12974,5592.75,0.9456571827218412,3,9211,0.2136219999999999,0.2548738505580109,285.17439073148853,0.1230475867384539,0,47.0
